fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,quality (low/med/high)
6.832551643,0.230960721,0.350372687,7.421578396,0.040895748,40.55077771,123.5140407,0.99123893,3.09348328,0.37360617,12.30479635,8,high
6.832334562,0.323192827,0.34560548,7.39011473,0.037265541,41.78493121,123.9917471,0.993176442,3.043104151,0.497208343,11.41874113,8,high
6.867346638,0.284555602,0.357981292,6.503375844,0.041706606,41.54750205,123.6917274,0.991304507,3.064491612,0.417567772,11.47974275,8,high
6.917888663,0.213752237,0.345630986,6.517669742,0.03921921,40.64676195,123.1949108,0.991674099,3.070996528,0.477978376,12.11896176,8,high
6.85980559,0.297162495,0.341896472,7.4483471,0.044174893,40.8334864,123.5812894,0.992807721,3.047604799,0.449022498,12.27266151,8,high
6.859146436,0.243153406,0.350463803,6.562861891,0.051493877,41.39218744,123.3103632,0.992965379,3.045055731,0.356129515,12.20688611,8,high
6.990889903,0.205410358,0.353489986,7.026847919,0.050235782,41.91126902,123.7840757,0.992981248,3.090450896,0.452482668,11.37927633,8,high
6.701395876,0.284996293,0.350632045,7.080000356,0.0441949,39.1113311,123.6125038,0.991926792,3.043611909,0.41976107,11.45847092,8,high
6.905622462,0.248074888,0.343815924,6.797032924,0.049990009,41.94939032,123.6556193,0.992708814,3.080005931,0.34884423,11.3660345,8,high
6.745584465,0.310510638,0.34470988,6.468539261,0.044206367,41.16501142,123.0233112,0.991503818,3.054784225,0.40450649,11.82444829,8,high
6.99021244,0.287663599,0.354100064,7.175473486,0.045189043,40.23662248,123.8779106,0.991411087,3.069512348,0.463613564,11.50432624,8,high
6.842114757,0.278759842,0.346732143,7.487693644,0.053523525,41.02749914,123.892139,0.992282523,3.091968589,0.346687549,12.10451224,8,high
6.793713915,0.204945085,0.354265551,6.975014166,0.052040459,39.07520094,123.2553077,0.991662636,3.085365027,0.415957816,11.14355673,8,high
6.975667015,0.313430369,0.355549641,6.957233741,0.042792095,39.08133826,123.4740126,0.991918012,3.048803606,0.435884384,11.89210107,8,high
6.864001844,0.304172656,0.358629623,6.462709238,0.044495625,41.60320586,123.8875846,0.991992582,3.052118779,0.445227553,12.14269175,8,high
6.703436866,0.273058447,0.346139099,6.945686634,0.036103617,41.46533647,123.6378236,0.99196351,3.057360593,0.429624539,11.33548638,8,high
7.018267464,0.237111092,0.367808123,6.984219801,0.026839474,31,104.4553428,0.991329181,3.313217562,0.450348613,12.26856113,8,high
7.044183881,0.248569865,0.365186344,6.985932212,0.027226987,31,104.4859593,0.99219368,3.099915406,0.428306312,12.1340013,8,high
7.044111521,0.231276345,0.36280274,6.94016688,0.027800178,31,104.0082529,0.990822518,3.221664969,0.332171289,12.4504496,8,high
7.055782213,0.238520825,0.368990646,5.650364865,0.027098957,31,104.3082726,0.992147272,3.169978605,0.394113955,12.4286633,8,high
7.072629554,0.251796455,0.362815493,5.671155988,0.027491704,31,104.8050892,0.991885715,3.154258391,0.34712793,12.2003708,8,high
7.05326853,0.236157032,0.360948236,7.024868508,0.026709227,31,104.4187106,0.991083459,3.210788403,0.369649168,12.14547803,8,high
7.053048812,0.246283736,0.365231901,5.736890023,0.025553598,31,104.6896368,0.990971886,3.216948651,0.441899266,12.16896925,8,high
7.096963301,0.253360558,0.366744993,6.411778791,0.025752245,31,104.2159243,0.990960655,3.107243669,0.366957925,12.46454417,8,high
7.000465292,0.238438195,0.365316023,6.489091427,0.026706068,31,104.3874962,0.991706886,3.220437887,0.392408057,12.43626039,8,high
7.068540821,0.245360958,0.361907962,6.077502434,0.025791051,31,104.3443807,0.991153455,3.132485666,0.447565599,12.46927339,8,high
7.015194822,0.233654255,0.36235494,5.599693471,0.026704258,31,104.9766888,0.992006221,3.193438123,0.40427273,12.30555418,8,high
7.09673748,0.237938075,0.367050032,6.627961433,0.026549098,31,104.1220894,0.992071846,3.15784516,0.358300561,12.41988349,8,high
7.047371586,0.23960753,0.363366072,7.082099845,0.025233128,31,104.107861,0.991455137,3.103575909,0.449243017,12.20553134,8,high
7.031237972,0.253447796,0.367132776,6.336384242,0.025467296,31,104.7446923,0.991893827,3.119534517,0.395366143,12.54872974,8,high
7.091889005,0.233106806,0.367774821,6.310521805,0.026927564,31,104.5259874,0.991713099,3.207891286,0.379867701,12.28139247,8,high
7.054667281,0.234842627,0.369314811,5.591213436,0.026658586,31,104.1124154,0.991660326,3.199879618,0.372600792,12.1918958,8,high
7.001145622,0.240676541,0.36306955,6.293726012,0.027983639,31,104.3621764,0.9916809,3.1872119,0.384736469,12.48018344,8,high
6.280790432,0.3,0.184110643,4.014472525,0.034518421,37,98.36602836,0.990411447,3.212683599,0.566311909,12.3303022,8,high
5.96979343,0.3,0.212950221,4.014258473,0.035680961,37,98.45787791,0.990261099,3.286236067,0.528525107,12.54559791,8,high
5.970661754,0.3,0.239169858,4.01997914,0.037400533,37,97.02475883,0.990499562,3.244253459,0.363722209,12.03928064,8,high
5.830613448,0.3,0.171102894,4.181204392,0.035296871,37,97.92481767,0.99026917,3.262076343,0.469909637,12.07413872,8,high
5.628445349,0.3,0.239029576,4.178605502,0.036475111,37,99.4152677,0.990314658,3.267497106,0.389362165,12.43940672,8,high
5.86077764,0.3,0.259569403,4.009391436,0.034127682,37,98.25613174,0.990454181,3.248003999,0.427970003,12.52723515,8,high
5.863414254,0.3,0.212449086,4.170388747,0.030660795,37,99.06891053,0.990473585,3.245879776,0.551827313,12.4896492,8,high
5.336440389,0.3,0.195805076,4.086027651,0.031256735,37,97.64777283,0.990475538,3.28370908,0.423356442,12.01672933,8,high
6.494416497,0.3,0.211523752,4.076363572,0.034118205,37,98.1624887,0.990345759,3.244676591,0.46698524,12.06198338,8,high
5.677510152,0.3,0.249012419,4.127812196,0.031373154,37,98.03314212,0.990442008,3.275004943,0.561541026,12.00916257,8,high
6.31766214,0.3,0.244095658,4.187538316,0.034112774,37,99.93006625,0.990293701,3.253986854,0.48732468,12.27111331,8,high
5.339150238,0.3,0.192449648,4.059004821,0.033647295,37,97.36626825,0.990282288,3.26626029,0.408515247,12.08818642,8,high
5.931540971,0.3,0.232973212,4.002237519,0.029699383,37,97.32358287,0.990389541,3.284973824,0.564416601,12.43114985,8,high
6.125144339,0.3,0.191539467,4.09545197,0.030401888,37,99.23407702,0.990313248,3.279470856,0.472056245,11.88203242,8,high
5.39733194,0.3,0.184476972,4.098684774,0.034782692,37,98.57796215,0.990344678,3.249003005,0.445487488,12.30977204,8,high
5.843992622,0.3,0.167537074,4.18859832,0.033975757,37,97.33724613,0.990353856,3.251765649,0.43302993,12.45296671,8,high
6.486252535,0.3,0.236234955,4.100784248,0.037950918,37,98.08652919,0.990350278,3.256133827,0.453833948,11.9917065,8,high
5.927872248,0.221851821,0.312191877,1.744725249,0.039197368,36.12890735,93.63397164,0.989964822,3.22873164,0.895082545,12.46742445,8,high
6.109287166,0.240949775,0.314813656,1.742584735,0.041134936,36.96614819,93.54212209,0.989463663,3.221376393,0.844700143,12.41360052,8,high
6.108780644,0.212127242,0.31719726,1.7997914,0.044000889,36.14337919,94.97524117,0.99025854,3.225574654,0.624962945,12.54017984,8,high
6.190475489,0.224201374,0.311009354,3.412043919,0.040494785,36.3016653,94.07518233,0.989490567,3.223792366,0.766546183,12.53146532,8,high
6.30840688,0.246327426,0.317184507,3.386055015,0.042458519,36.9021587,92.5847323,0.989642194,3.223250289,0.659149554,12.44014832,8,high
6.17287971,0.22026172,0.319051764,1.693914365,0.038546137,36.77767573,93.74386826,0.99010727,3.2251996,0.710626671,12.41819121,8,high
6.171341685,0.237139561,0.314768099,3.303887471,0.032767991,36.40520838,92.93108947,0.99017195,3.225412022,0.87576975,12.4275877,8,high
6.478743106,0.248934263,0.313255007,2.460276511,0.033761225,36.05915399,94.35222717,0.990178461,3.221629092,0.704475256,12.54581767,8,high
5.803257043,0.224063658,0.314683977,2.363635716,0.038530342,37.92577927,93.8375113,0.989745863,3.225532341,0.762646987,12.53450415,8,high
6.279785745,0.235601597,0.318092038,2.878121957,0.033955256,36.03373979,93.96685788,0.990066693,3.222499506,0.888721368,12.54770936,8,high
5.906363752,0.216090426,0.31764506,3.475383161,0.038521289,36.55665905,92.06993375,0.989572335,3.224601315,0.78976624,12.48222167,8,high
6.477162361,0.223230125,0.312949968,2.190048208,0.037745492,37.17558501,94.63373175,0.989534292,3.223373971,0.684686997,12.52795339,8,high
6.1316011,0.226012549,0.316633928,1.622375193,0.031165638,36.6483339,94.67641713,0.989891804,3.221502618,0.892555468,12.44221254,8,high
6.018665802,0.249079661,0.312867224,2.554519698,0.03233648,37.94986604,92.76592298,0.989637492,3.222052914,0.769408327,12.5794919,8,high
6.443223035,0.21517801,0.312225179,2.586847744,0.03963782,37.9457745,93.42203785,0.989742261,3.2250997,0.733983318,12.47255699,8,high
6.18267097,0.218071045,0.310685189,3.485983204,0.038292928,36.26452943,94.66275387,0.989772854,3.224823435,0.71737324,12.43675832,8,high
5.808019355,0.227794235,0.31693045,2.607842484,0.044918197,36.35644235,93.91347081,0.989760927,3.224386617,0.74511193,12.55207337,8,high
6.845197608,0.283407451,0.30657563,4.136181312,0.044671053,28.80663898,154.5446572,0.99181849,3.24746328,0.747889886,12.26628777,8,high
6.767448357,0.256670315,0.314440969,4.135646184,0.041441774,27.55077771,154.5140407,0.992495054,3.232752787,0.700656384,12.29319974,8,high
6.767665438,0.297021862,0.32159178,4.14994785,0.036665185,28.78493121,154.9917471,0.991421971,3.241149308,0.494652761,12.22991008,8,high
6.732653362,0.280118076,0.303028062,4.55301098,0.042508692,28.54750205,154.6917274,0.992458735,3.237584731,0.627387046,12.23426734,8,high
6.682111337,0.249141604,0.321553521,4.546513754,0.039235802,27.64676195,154.1949108,0.992254038,3.236500579,0.526702707,12.27992584,8,high
6.74019441,0.285633592,0.327155292,4.123478591,0.045756438,27.8334864,154.5812894,0.991626185,3.2403992,0.574962504,12.29090439,8,high
6.740853564,0.262004615,0.314304296,4.525971868,0.055386681,28.39218744,154.3103632,0.991538867,3.240824045,0.729784141,12.28620615,8,high
6.609110097,0.245492032,0.309765021,4.315069128,0.053731292,28.91126902,154.7840757,0.991530078,3.233258184,0.569195553,12.22709117,8,high
6.898604124,0.280310878,0.314051932,4.290908929,0.045782764,26.1113311,154.6125038,0.992114084,3.241064682,0.62373155,12.23274792,8,high
6.694377538,0.264157764,0.324276114,4.419530489,0.053407907,28.94939032,154.6556193,0.991680965,3.234999011,0.741926283,12.22614532,8,high
6.854415535,0.291473404,0.32293518,4.56884579,0.045797851,28.16501142,154.0233112,0.992348347,3.239202629,0.64915585,12.25888916,8,high
6.60978756,0.281477824,0.308849904,4.247512052,0.047090846,27.23662248,154.8779106,0.992399705,3.236747942,0.550644059,12.2360233,8,high
6.757885243,0.277582431,0.319901785,4.105593798,0.05805727,28.02749914,154.892139,0.991917064,3.233005235,0.745520751,12.27889373,8,high
6.806286085,0.245288475,0.308601673,4.338629924,0.056105867,26.07520094,154.2553077,0.992260386,3.234105829,0.630070306,12.21025405,8,high
6.624332985,0.292750786,0.306675538,4.346711936,0.043936967,26.08133826,154.4740126,0.992118947,3.240199399,0.59685936,12.26372151,8,high
6.735998156,0.288700537,0.302055566,4.571495801,0.046178454,28.60320586,154.8875846,0.992077647,3.23964687,0.581287412,12.28162084,8,high
6.896563134,0.275088071,0.320791351,4.351960621,0.035136339,28.46533647,154.6378236,0.992093748,3.238773235,0.607292434,12.22396331,8,high
5.6,0.12,0.33,2.9,0.044,21,73,0.98896,3.17,0.32,12.9,8,high
5.6,0.12,0.33,2.9,0.044,21,73,0.98896,3.17,0.32,12.9,8,high
5.6,0.12,0.33,2.9,0.044,21,73,0.98896,3.17,0.32,12.9,8,high
5.6,0.12,0.33,2.9,0.044,21,73,0.98896,3.17,0.32,12.9,8,high
5.6,0.12,0.33,2.9,0.044,21,73,0.98896,3.17,0.32,12.9,8,high
5.6,0.12,0.33,2.9,0.044,21,73,0.98896,3.17,0.32,12.9,8,high
5.6,0.12,0.33,2.9,0.044,21,73,0.98896,3.17,0.32,12.9,8,high
5.6,0.12,0.33,2.9,0.044,21,73,0.98896,3.17,0.32,12.9,8,high
5.6,0.12,0.33,2.9,0.044,21,73,0.98896,3.17,0.32,12.9,8,high
5.6,0.12,0.33,2.9,0.044,21,73,0.98896,3.17,0.32,12.9,8,high
5.6,0.12,0.33,2.9,0.044,21,73,0.98896,3.17,0.32,12.9,8,high
5.6,0.12,0.33,2.9,0.044,21,73,0.98896,3.17,0.32,12.9,8,high
5.6,0.12,0.33,2.9,0.044,21,73,0.98896,3.17,0.32,12.9,8,high
5.6,0.12,0.33,2.9,0.044,21,73,0.98896,3.17,0.32,12.9,8,high
5.6,0.12,0.33,2.9,0.044,21,73,0.98896,3.17,0.32,12.9,8,high
5.6,0.12,0.33,2.9,0.044,21,73,0.98896,3.17,0.32,12.9,8,high
5.6,0.12,0.33,2.9,0.044,21,73,0.98896,3.17,0.32,12.9,8,high
5.6,0.12,0.33,2.9,0.044,21,73,0.98896,3.17,0.32,12.9,8,high
5.6,0.12,0.33,2.9,0.044,21,73,0.98896,3.17,0.32,12.9,8,high
5.6,0.12,0.33,2.9,0.044,21,73,0.98896,3.17,0.32,12.9,8,high
5.6,0.12,0.33,2.9,0.044,21,73,0.98896,3.17,0.32,12.9,8,high
5.6,0.12,0.33,2.9,0.044,21,73,0.98896,3.17,0.32,12.9,8,high
5.6,0.12,0.33,2.9,0.044,21,73,0.98896,3.17,0.32,12.9,8,high
5.6,0.12,0.33,2.9,0.044,21,73,0.98896,3.17,0.32,12.9,8,high
5.6,0.12,0.33,2.9,0.044,21,73,0.98896,3.17,0.32,12.9,8,high
5.6,0.12,0.33,2.9,0.044,21,73,0.98896,3.17,0.32,12.9,8,high
5.6,0.12,0.33,2.9,0.044,21,73,0.98896,3.17,0.32,12.9,8,high
5.6,0.12,0.33,2.9,0.044,21,73,0.98896,3.17,0.32,12.9,8,high
5.6,0.12,0.33,2.9,0.044,21,73,0.98896,3.17,0.32,12.9,8,high
5.6,0.12,0.33,2.9,0.044,21,73,0.98896,3.17,0.32,12.9,8,high
5.6,0.12,0.33,2.9,0.044,21,73,0.98896,3.17,0.32,12.9,8,high
5.6,0.12,0.33,2.9,0.044,21,73,0.98896,3.17,0.32,12.9,8,high
5.6,0.12,0.33,2.9,0.044,21,73,0.98896,3.17,0.32,12.9,8,high
5.6,0.12,0.33,2.9,0.044,21,73,0.98896,3.17,0.32,12.9,8,high
6.1,0.28,0.27,4.7,0.03,56,140,0.99042,3.16,0.42,12.5,8,high
6.1,0.28,0.27,4.7,0.03,56,140,0.99042,3.16,0.42,12.5,8,high
6.1,0.28,0.27,4.7,0.03,56,140,0.99042,3.16,0.42,12.5,8,high
6.1,0.28,0.27,4.7,0.03,56,140,0.99042,3.16,0.42,12.5,8,high
6.1,0.28,0.27,4.7,0.03,56,140,0.99042,3.16,0.42,12.5,8,high
6.1,0.28,0.27,4.7,0.03,56,140,0.99042,3.16,0.42,12.5,8,high
6.1,0.28,0.27,4.7,0.03,56,140,0.99042,3.16,0.42,12.5,8,high
6.1,0.28,0.27,4.7,0.03,56,140,0.99042,3.16,0.42,12.5,8,high
6.1,0.28,0.27,4.7,0.03,56,140,0.99042,3.16,0.42,12.5,8,high
6.1,0.28,0.27,4.7,0.03,56,140,0.99042,3.16,0.42,12.5,8,high
6.1,0.28,0.27,4.7,0.03,56,140,0.99042,3.16,0.42,12.5,8,high
6.1,0.28,0.27,4.7,0.03,56,140,0.99042,3.16,0.42,12.5,8,high
6.1,0.28,0.27,4.7,0.03,56,140,0.99042,3.16,0.42,12.5,8,high
6.1,0.28,0.27,4.7,0.03,56,140,0.99042,3.16,0.42,12.5,8,high
6.1,0.28,0.27,4.7,0.03,56,140,0.99042,3.16,0.42,12.5,8,high
6.1,0.28,0.27,4.7,0.03,56,140,0.99042,3.16,0.42,12.5,8,high
6.1,0.28,0.27,4.7,0.03,56,140,0.99042,3.16,0.42,12.5,8,high
6.1,0.28,0.27,4.7,0.03,56,140,0.99042,3.16,0.42,12.5,8,high
6.1,0.28,0.27,4.7,0.03,56,140,0.99042,3.16,0.42,12.5,8,high
6.1,0.28,0.27,4.7,0.03,56,140,0.99042,3.16,0.42,12.5,8,high
6.1,0.28,0.27,4.7,0.03,56,140,0.99042,3.16,0.42,12.5,8,high
6.1,0.28,0.27,4.7,0.03,56,140,0.99042,3.16,0.42,12.5,8,high
6.1,0.28,0.27,4.7,0.03,56,140,0.99042,3.16,0.42,12.5,8,high
6.1,0.28,0.27,4.7,0.03,56,140,0.99042,3.16,0.42,12.5,8,high
6.1,0.28,0.27,4.7,0.03,56,140,0.99042,3.16,0.42,12.5,8,high
6.1,0.28,0.27,4.7,0.03,56,140,0.99042,3.16,0.42,12.5,8,high
6.1,0.28,0.27,4.7,0.03,56,140,0.99042,3.16,0.42,12.5,8,high
6.1,0.28,0.27,4.7,0.03,56,140,0.99042,3.16,0.42,12.5,8,high
6.1,0.28,0.27,4.7,0.03,56,140,0.99042,3.16,0.42,12.5,8,high
6.1,0.28,0.27,4.7,0.03,56,140,0.99042,3.16,0.42,12.5,8,high
6.1,0.28,0.27,4.7,0.03,56,140,0.99042,3.16,0.42,12.5,8,high
6.1,0.28,0.27,4.7,0.03,56,140,0.99042,3.16,0.42,12.5,8,high
6.1,0.28,0.27,4.7,0.03,56,140,0.99042,3.16,0.42,12.5,8,high
6.1,0.28,0.27,4.7,0.03,56,140,0.99042,3.16,0.42,12.5,8,high
6.246139712,0.302888908,0.361372546,5.238796661,0.033971052,36.93554633,113.5446572,0.991209204,3.260680843,0.56911925,12.3,8,high
6.453471047,0.291430135,0.434782381,5.235264812,0.035650277,36.5169259,113.5140407,0.990902244,3.032668193,0.534481348,12.3,8,high
6.452892164,0.308723655,0.501523275,5.32965581,0.038134104,36.9283104,113.9917471,0.991389106,3.162814277,0.383412025,12.3,8,high
6.546257701,0.301479175,0.328261911,7.989872467,0.03509548,36.84916735,113.6917274,0.990918722,3.107563336,0.480750501,12.3,8,high
6.681036434,0.288203545,0.501166194,7.946990775,0.036797383,36.54892065,113.1949108,0.991011594,3.09075897,0.406915318,12.3,8,high
6.52614824,0.303842968,0.553449389,5.154958701,0.033406652,36.61116213,113.5812894,0.991296453,3.151187603,0.442305836,12.3,8,high
6.524390497,0.293716264,0.433506764,7.811414327,0.028398926,36.79739581,113.3103632,0.99133607,3.157772696,0.555841703,12.3,8,high
6.875706407,0.286639442,0.391140195,6.419456244,0.029259728,36.97042301,113.7840757,0.991340057,3.040501853,0.438076739,12.3,8,high
6.103722335,0.301561805,0.431151368,6.259998931,0.033392963,36.03711037,113.6125038,0.991075091,3.161502569,0.478069803,12.3,8,high
6.648326566,0.294639042,0.526577068,7.108901229,0.029427889,36.98313011,113.6556193,0.991271599,3.067484677,0.564745941,12.3,8,high
6.221558574,0.306345745,0.514061676,8.094382216,0.033385118,36.72167047,113.0233112,0.990968805,3.132640752,0.49671429,12.3,8,high
6.873899841,0.302061925,0.382599105,5.973579543,0.03271276,36.41220749,113.8779106,0.990945504,3.094593102,0.42447231,12.3,8,high
6.478972686,0.30039247,0.485749993,5.036919069,0.02701022,36.67583305,113.892139,0.99116448,3.036581145,0.567381884,12.3,8,high
6.349903774,0.286552204,0.38028228,6.574957502,0.028024949,36.02506698,113.2553077,0.991008714,3.053640346,0.482718224,12.3,8,high
6.83511204,0.306893194,0.362305019,6.628298777,0.034352777,36.02711275,113.4740126,0.991072885,3.148090685,0.458363531,12.3,8,high
6.537338252,0.305157373,0.319185278,8.111872287,0.033187204,36.86773529,113.8875846,0.991091623,3.139526489,0.446944102,12.3,8,high
6.109164977,0.299323459,0.494052613,6.662940099,0.038929104,36.82177882,113.6378236,0.991084318,3.125985135,0.466014452,12.3,8,high
6.70866268,0.41970381,0.275616247,2.844725249,0.048576316,28,82.08931443,0.990647798,3.362242961,0.517018352,12.23598558,8,high
6.579080596,0.354770766,0.270372687,2.842584735,0.046380406,28,82.0280814,0.991136428,3.259269507,0.524890603,12.04760182,8,high
6.579442397,0.452767378,0.26560548,2.8997914,0.043132326,28,82.98349411,0.990361423,3.318045157,0.55922454,12.49062944,8,high
6.521088937,0.411715327,0.277981292,4.512043919,0.047105911,28,82.38345489,0.991110197,3.29309312,0.537102159,12.46012862,8,high
6.436852229,0.336486752,0.265630986,4.486055015,0.044880346,28,81.38982153,0.99096236,3.285504051,0.553882882,12.14051912,8,high
6.53365735,0.425110151,0.261896472,2.793914365,0.049314378,28,82.16257884,0.990508912,3.312794401,0.545839583,12.06366924,8,high
6.534755939,0.367725494,0.270463803,4.403887471,0.055862943,28,81.62072632,0.990445848,3.315768314,0.520035976,12.09655695,8,high
6.315183495,0.327623506,0.273489986,3.560276511,0.054737278,28,82.56815145,0.990439501,3.262807289,0.546800741,12.51036184,8,high
6.797673541,0.412183562,0.270632045,3.463635716,0.049332279,28,82.22500753,0.990861283,3.317452773,0.537711408,12.47076454,8,high
6.457295897,0.372954569,0.263815924,3.978121957,0.054517376,28,82.31123859,0.990548475,3.27499308,0.518012286,12.51698275,8,high
6.724025892,0.439292553,0.26470988,4.575383161,0.049342539,28,81.0466225,0.991030473,3.304418404,0.533474025,12.28777586,8,high
6.316312599,0.415017573,0.274100064,3.290048208,0.050221776,28,82.75582117,0.991067565,3.287235594,0.549892657,12.44783688,8,high
6.563142071,0.405557332,0.266732143,2.722375193,0.057678944,28,82.78427809,0.990718991,3.261036646,0.517413208,12.14774388,8,high
6.643810141,0.327129153,0.274265551,3.654519698,0.05635199,28,81.51061532,0.990966946,3.268740801,0.536654949,12.62822164,8,high
6.340554975,0.442394767,0.275549641,3.686847744,0.048077138,28,81.94802524,0.990864795,3.311395793,0.542190107,12.25394946,8,high
6.526663593,0.432558447,0.278629623,4.585983204,0.049601349,28,82.77516924,0.990834967,3.307528092,0.544785431,12.12865413,8,high
6.79427189,0.3994996,0.266139099,3.707842484,0.04209271,28,82.27564721,0.990846596,3.301412642,0.540451261,12.53225681,8,high
6.281732536,0.379185266,0.258081234,3.5578901,0.026613158,22.06445367,107.1786289,0.989435387,3.294339043,0.554036705,12.90113668,8,high
6.255816119,0.329530586,0.231863435,3.557033894,0.026742329,22.4830741,107.0561628,0.990174596,3.02955016,0.569781205,12.82040078,8,high
6.255888479,0.404469172,0.208027402,3.57991656,0.026933393,22.0716896,108.9669882,0.989002153,3.180687548,0.63844908,13.01026976,8,high
6.244217787,0.373076427,0.26990646,4.224817568,0.026699652,22.15083265,107.7669098,0.990134914,3.116525164,0.594204318,12.99719798,8,high
6.227370446,0.315548693,0.208154931,4.214422006,0.026830568,22.45107935,105.7796431,0.989911263,3.097010417,0.627765764,12.86022248,8,high
6.24673147,0.383319527,0.189482361,3.537565746,0.026569742,22.38883787,107.3251577,0.989225277,3.167185603,0.611679165,12.82728682,8,high
6.246951188,0.339437142,0.232319013,4.181554988,0.026184533,22.20260419,106.2414526,0.989129873,3.174832808,0.560071953,12.84138155,8,high
6.203036699,0.308770916,0.247449931,3.844110605,0.026250748,22.02957699,108.1363029,0.98912027,3.038647313,0.613601482,13.0187265,8,high
6.299534708,0.373434488,0.233160226,3.805454286,0.026568689,22.96288963,107.4500151,0.989758351,3.179164274,0.595422817,13.00175623,8,high
6.231459179,0.343435847,0.199079619,4.011248783,0.026263684,22.01686989,107.6224772,0.989285128,3.069982206,0.556024572,13.02156404,8,high
6.284805178,0.394164893,0.203549401,4.250153264,0.026568086,22.27832953,105.093245,0.990014305,3.145647325,0.58694805,12.92333251,8,high
6.20326252,0.375601674,0.25050032,3.736019283,0.026516366,22.58779251,108.5116423,0.990070419,3.101462957,0.619785314,12.99193009,8,high
6.252628414,0.368367371,0.213660717,3.508950077,0.026077709,22.32416695,108.5685562,0.989543088,3.034094232,0.554826416,12.86331881,8,high
6.268762028,0.308392882,0.251327757,3.881807879,0.026155765,22.97493302,106.0212306,0.9899182,3.053904918,0.593309898,13.06923784,8,high
6.208110995,0.396537174,0.257748207,3.894739098,0.026642521,22.97288725,106.8960505,0.989763665,3.163589183,0.604380213,12.90883548,8,high
6.245332719,0.389015283,0.273148115,4.254393282,0.026552862,22.13226471,108.5503385,0.98971854,3.153643664,0.609570863,12.85513748,8,high
6.298854378,0.363734988,0.210695495,3.903136994,0.026994546,22.17822118,107.5512944,0.989736132,3.137918221,0.600902522,13.02811006,8,high
6.6,0.15,0.32,6,0.033,59,128,0.99192,3.19,0.71,12.1,8,high
6.6,0.15,0.32,6,0.033,59,128,0.99192,3.19,0.71,12.1,8,high
6.6,0.15,0.32,6,0.033,59,128,0.99192,3.19,0.71,12.1,8,high
6.6,0.15,0.32,6,0.033,59,128,0.99192,3.19,0.71,12.1,8,high
6.6,0.15,0.32,6,0.033,59,128,0.99192,3.19,0.71,12.1,8,high
6.6,0.15,0.32,6,0.033,59,128,0.99192,3.19,0.71,12.1,8,high
6.6,0.15,0.32,6,0.033,59,128,0.99192,3.19,0.71,12.1,8,high
6.6,0.15,0.32,6,0.033,59,128,0.99192,3.19,0.71,12.1,8,high
6.6,0.15,0.32,6,0.033,59,128,0.99192,3.19,0.71,12.1,8,high
6.6,0.15,0.32,6,0.033,59,128,0.99192,3.19,0.71,12.1,8,high
6.6,0.15,0.32,6,0.033,59,128,0.99192,3.19,0.71,12.1,8,high
6.6,0.15,0.32,6,0.033,59,128,0.99192,3.19,0.71,12.1,8,high
6.6,0.15,0.32,6,0.033,59,128,0.99192,3.19,0.71,12.1,8,high
6.6,0.15,0.32,6,0.033,59,128,0.99192,3.19,0.71,12.1,8,high
6.6,0.15,0.32,6,0.033,59,128,0.99192,3.19,0.71,12.1,8,high
6.6,0.15,0.32,6,0.033,59,128,0.99192,3.19,0.71,12.1,8,high
6.6,0.15,0.32,6,0.033,59,128,0.99192,3.19,0.71,12.1,8,high
6.6,0.15,0.32,6,0.033,59,128,0.99192,3.19,0.71,12.1,8,high
6.6,0.15,0.32,6,0.033,59,128,0.99192,3.19,0.71,12.1,8,high
6.6,0.15,0.32,6,0.033,59,128,0.99192,3.19,0.71,12.1,8,high
6.6,0.15,0.32,6,0.033,59,128,0.99192,3.19,0.71,12.1,8,high
6.6,0.15,0.32,6,0.033,59,128,0.99192,3.19,0.71,12.1,8,high
6.6,0.15,0.32,6,0.033,59,128,0.99192,3.19,0.71,12.1,8,high
6.6,0.15,0.32,6,0.033,59,128,0.99192,3.19,0.71,12.1,8,high
6.6,0.15,0.32,6,0.033,59,128,0.99192,3.19,0.71,12.1,8,high
6.6,0.15,0.32,6,0.033,59,128,0.99192,3.19,0.71,12.1,8,high
6.6,0.15,0.32,6,0.033,59,128,0.99192,3.19,0.71,12.1,8,high
6.6,0.15,0.32,6,0.033,59,128,0.99192,3.19,0.71,12.1,8,high
6.6,0.15,0.32,6,0.033,59,128,0.99192,3.19,0.71,12.1,8,high
6.6,0.15,0.32,6,0.033,59,128,0.99192,3.19,0.71,12.1,8,high
6.6,0.15,0.32,6,0.033,59,128,0.99192,3.19,0.71,12.1,8,high
6.6,0.15,0.32,6,0.033,59,128,0.99192,3.19,0.71,12.1,8,high
6.6,0.15,0.32,6,0.033,59,128,0.99192,3.19,0.71,12.1,8,high
6.6,0.15,0.32,6,0.033,59,128,0.99192,3.19,0.71,12.1,8,high
6.7,0.24,0.3,3.85,0.042,105,179,0.99189,3.04,0.59,11.3,8,high
6.7,0.24,0.3,3.85,0.042,105,179,0.99189,3.04,0.59,11.3,8,high
6.7,0.24,0.3,3.85,0.042,105,179,0.99189,3.04,0.59,11.3,8,high
6.7,0.24,0.3,3.85,0.042,105,179,0.99189,3.04,0.59,11.3,8,high
6.7,0.24,0.3,3.85,0.042,105,179,0.99189,3.04,0.59,11.3,8,high
